30
# x y z
10	0	0
13.344827586207	0	0
16.689655172414	0	0
20.034482758621	0	0
23.379310344828	0	0
26.724137931034	0	0
30.068965517241	0	0
33.413793103448	0	0
36.758620689655	0	0
40.103448275862	0	0
43.448275862069	0	0
46.793103448276	0	0
50.137931034483	0	0
53.48275862069	0	0
56.827586206897	0	0
60.172413793103	0	0
63.51724137931	0	0
66.862068965517	0	0
70.206896551724	0	0
73.551724137931	0	0
76.896551724138	0	0
80.241379310345	0	0
83.586206896552	0	0
86.931034482759	0	0
90.275862068966	0	0
93.620689655172	0	0
96.965517241379	0	0
100.31034482759	0	0
103.65517241379	0	0
107	0	0
870
# g s err t valid 
2	1	1.91133004926114e-05	1.89369458753001e-03	1
3	1	3.82266009852229e-05	3.84275256317105e-03	1
4	1	5.73399014778343e-05	5.73544495214255e-03	1
5	1	7.64532019704457e-05	7.63835330061366e-03	1
6	1	9.55665024630514e-05	9.38310420963154e-03	1
7	1	1.10685270541110e-04	1.10502499548674e-02	1
8	1	1.21529742668833e-04	1.22268988434226e-02	1
9	1	1.30758668653896e-04	1.30801243944026e-02	1
10	1	1.41172888396364e-04	1.42168026375334e-02	1
11	1	1.49957217625152e-04	1.48898572997268e-02	1
12	1	1.58520829495372e-04	1.57991611173336e-02	1
13	1	1.70218438561334e-04	1.69374130345454e-02	1
14	1	1.80659816909934e-04	1.82110534681936e-02	1
15	1	1.95381962965828e-04	1.94769341761358e-02	1
16	1	2.12167420961115e-04	2.12037331204727e-02	1
17	1	2.23397105640058e-04	2.24590206870256e-02	1
18	1	2.32479622914061e-04	2.33064053790533e-02	1
19	1	2.43008897672180e-04	2.41591341487480e-02	1
20	1	2.49348658441873e-04	2.48119233591489e-02	1
21	1	2.57651986000497e-04	2.57263032117578e-02	1
22	1	2.67847438209517e-04	2.67198447440149e-02	1
23	1	2.75806799068474e-04	2.71221001517097e-02	1
24	1	2.83326610330601e-04	2.87052621528470e-02	1
25	1	2.95330513223564e-04	2.99170053418104e-02	1
26	1	3.06049268101019e-04	3.03801960432213e-02	1
27	1	3.09248512576918e-04	3.09672203373691e-02	1
28	1	3.19739361236885e-04	3.19203273718732e-02	1
29	1	3.28082620769185e-04	3.19040700643752e-02	1
30	1	3.36215144292959e-04	3.38747225279008e-02	1
1	2	1.91133004926114e-05	1.93202868239288e-03	1
3	2	1.91133004926114e-05	1.90108176077577e-03	1
4	2	3.82266009852229e-05	3.78065666377585e-03	1
5	2	5.73399014778343e-05	5.75267226042849e-03	1
6	2	7.64532019704400e-05	7.58203620742219e-03	1
7	2	9.55665024630514e-05	9.54388029693063e-03	1
8	2	1.07963686453406e-04	1.07139412457628e-02	1
9	2	1.17192612438470e-04	1.16091972684465e-02	1
10	2	1.27606832180938e-04	1.28095977764683e-02	1
11	2	1.36391161409726e-04	1.36519198443081e-02	1
12	2	1.44954773279945e-04	1.46428931174688e-02	1
13	2	1.56652382345908e-04	1.57924228653725e-02	1
14	2	1.67093760694507e-04	1.65572510438570e-02	1
15	2	1.81815906750401e-04	1.82558208621419e-02	1
16	2	1.98601364745689e-04	1.97820765686420e-02	1
17	2	2.11831711440130e-04	2.10798910360610e-02	1
18	2	2.21191012437029e-04	2.23311868392802e-02	1
19	2	2.31721299975010e-04	2.32648733894397e-02	1
20	2	2.38061060744703e-04	2.35520239477732e-02	1
21	2	2.46364388303327e-04	2.45411684186350e-02	1
22	2	2.56748949308813e-04	2.56723978482612e-02	1
23	2	2.64708310167770e-04	2.66180808558897e-02	1
24	2	2.72228121429896e-04	2.73132344485833e-02	1
