143 	 # Number of sensors 
# x z 
8 23 0.03971 0.01
8 25 0.04069 0.01
8 27 0.03953 0.01
8 29 0.04101 0.01
8 31 0.04117 0.01
8 33 0.04052 0.01
8 35 0.04052 0.01
8 37 0.04117 0.01
8 39 0.04052 0.01
8 41 0.03988 0.01
8 43 0.03777 0.01
8 45 0.03680 0.01
8 47 0.03809 0.01
8 49 0.03988 0.01
8 51 0.04182 0.01
8 53 0.04312 0.01
8 55 0.04425 0.01
10 9 0.00632 0.01
10 10 0.00000 0.01
10 11 0.00713 0.01
10 19 0.03177 0.01
10 21 0.03388 0.01
10 23 0.03453 0.01
10 25 0.03663 0.01
10 27 0.03777 0.01
10 29 0.03939 0.01
10 31 0.03939 0.01
10 33 0.03971 0.01
10 35 0.04020 0.01
10 37 0.04020 0.01
10 39 0.03923 0.01
10 41 0.03793 0.01
10 43 0.03793 0.01
10 45 0.03599 0.01
10 47 0.03809 0.01
10 49 0.03890 0.01
10 51 0.04085 0.01
10 53 0.04198 0.01
10 55 0.04263 0.01
16 15 0.00729 0.01
16 16 0.00000 0.01
16 17 0.00892 0.01
16 19 0.02820 0.01
16 25 0.03741 0.01
16 27 0.03906 0.01
16 29 0.03923 0.01
16 31 0.04004 0.01
16 33 0.03971 0.01
16 35 0.04101 0.01
16 37 0.04004 0.01
16 43 0.03858 0.01
16 45 0.03680 0.01
16 47 0.03761 0.01
16 49 0.03906 0.01
16 51 0.04069 0.01
16 53 0.04182 0.01
16 55 0.04328 0.01
22 9 0.03615 0.01
22 13 0.03501 0.01
22 22 0.00000 0.01
22 23 0.00616 0.01
22 33 0.03988 0.01
22 35 0.03906 0.01
22 43 0.03696 0.01
22 45 0.03517 0.01
22 47 0.03696 0.01
22 49 0.03728 0.01
22 51 0.03971 0.01
22 53 0.04085 0.01
22 55 0.04214 0.01
28 9 0.03858 0.01
28 11 0.03761 0.01
28 13 0.03809 0.01
28 15 0.03874 0.01
28 19 0.03890 0.01
28 23 0.03631 0.01
28 25 0.02383 0.01
28 27 0.00600 0.01
28 28 0.00000 0.01
28 29 0.00519 0.01
28 31 0.02107 0.01
28 33 0.03242 0.01
28 39 0.03396 0.01
28 43 0.03355 0.01
28 45 0.03209 0.01
28 47 0.03291 0.01
28 49 0.03372 0.01
28 51 0.03631 0.01
28 53 0.03842 0.01
28 55 0.03842 0.01
34 9 0.04182 0.01
34 11 0.04085 0.01
34 13 0.04133 0.01
34 15 0.04150 0.01
34 17 0.04182 0.01
34 19 0.04085 0.01
34 21 0.04004 0.01
34 23 0.03809 0.01
34 25 0.03615 0.01
34 29 0.03291 0.01
34 31 0.01961 0.01
34 33 0.00502 0.01
34 34 0.00000 0.01
34 35 0.00616 0.01
34 37 0.02010 0.01
34 39 0.03177 0.01
34 41 0.03047 0.01
34 43 0.02950 0.01
34 45 0.02723 0.01
34 47 0.02869 0.01
34 49 0.02999 0.01
34 51 0.03193 0.01
34 53 0.03307 0.01
34 55 0.03420 0.01
40 9 0.03825 0.01
40 11 0.03923 0.01
40 13 0.03988 0.01
40 15 0.03939 0.01
40 17 0.03988 0.01
40 19 0.03825 0.01
40 23 0.03744 0.01
40 25 0.03680 0.01
40 27 0.03712 0.01
40 31 0.03550 0.01
40 33 0.03193 0.01
40 35 0.02837 0.01
40 37 0.01783 0.01
40 39 0.00454 0.01
40 40 0.00000 0.01
40 41 0.00421 0.01
40 43 0.01281 0.01
40 45 0.01870 0.01
40 47 0.02007 0.01
40 49 0.02373 0.01
40 51 0.02365 0.01
40 53 0.02525 0.01
40 55 0.02556 0.01
40 57 0.02830 0.01
40 59 0.03017 0.01
40 61 0.03117 0.01
40 63 0.03429 0.01
40 65 0.03566 0.01
40 67 0.03766 0.01
40 69 0.03778 0.01
40 73 0.03566 0.01
40 75 0.03579 0.01
40 77 0.03716 0.01
40 79 0.03753 0.01
40 81 0.03878 0.01
40 83 0.03990 0.01
40 85 0.03990 0.01
40 87 0.04052 0.01
40 89 0.04252 0.01
40 91 0.04252 0.01
46 9 0.03890 0.01
46 11 0.03825 0.01
46 13 0.03842 0.01
46 15 0.03923 0.01
46 17 0.03874 0.01
46 19 0.03777 0.01
46 21 0.03680 0.01
46 23 0.03615 0.01
46 25 0.03534 0.01
46 27 0.03432 0.01
46 29 0.03339 0.01
46 31 0.03160 0.01
46 33 0.03080 0.01
46 35 0.02691 0.01
46 37 0.02415 0.01
46 39 0.02107 0.01
46 41 0.02075 0.01
46 43 0.01232 0.01
46 45 0.00511 0.01
46 46 0.00000 0.01
46 47 0.00454 0.01
46 49 0.01216 0.01
46 51 0.01978 0.01
46 53 0.02290 0.01
46 55 0.02464 0.01
46 57 0.02556 0.01
46 59 0.02843 0.01
46 61 0.02968 0.01
46 63 0.03180 0.01
46 65 0.03379 0.01
46 67 0.03890 0.01
46 69 0.03915 0.01
46 71 0.03853 0.01
46 73 0.03678 0.01
46 75 0.03815 0.01
46 77 0.03591 0.01
46 79 0.03454 0.01
46 81 0.03678 0.01
46 83 0.03616 0.01
46 85 0.03716 0.01
46 87 0.03703 0.01
46 91 0.04002 0.01
52 9 0.04296 0.01
52 11 0.04296 0.01
52 13 0.04312 0.01
52 15 0.04344 0.01
52 17 0.04279 0.01
52 19 0.04247 0.01
52 21 0.04085 0.01
52 23 0.04069 0.01
52 25 0.03939 0.01
52 27 0.03793 0.01
52 29 0.03744 0.01
52 31 0.03615 0.01
52 33 0.03388 0.01
52 35 0.03064 0.01
52 37 0.02788 0.01
52 39 0.02723 0.01
52 41 0.02464 0.01
52 43 0.02383 0.01
52 45 0.02204 0.01
52 47 0.02132 0.01
52 49 0.01313 0.01
52 51 0.00574 0.01
52 52 0.00000 0.01
52 53 0.00474 0.01
52 55 0.01172 0.01
52 57 0.01820 0.01
52 59 0.02357 0.01
52 61 0.02781 0.01
52 63 0.03180 0.01
52 65 0.03628 0.01
52 67 0.03429 0.01
52 69 0.03479 0.01
52 73 0.03342 0.01
52 75 0.03342 0.01
52 77 0.03429 0.01
52 79 0.03491 0.01
52 81 0.03404 0.01
52 83 0.03616 0.01
52 85 0.03741 0.01
52 87 0.03678 0.01
52 89 0.03903 0.01
52 91 0.04027 0.01
58 11 0.04636 0.01
58 13 0.04652 0.01
58 15 0.04701 0.01
58 17 0.04685 0.01
58 19 0.04522 0.01
58 21 0.04490 0.01
58 23 0.04441 0.01
58 25 0.04328 0.01
58 27 0.04182 0.01
58 29 0.04069 0.01
58 31 0.04004 0.01
58 33 0.03825 0.01
58 35 0.03501 0.01
58 37 0.03209 0.01
58 39 0.02999 0.01
58 41 0.02743 0.01
58 43 0.02448 0.01
58 51 0.02510 0.01
58 53 0.02007 0.01
58 55 0.01234 0.01
58 57 0.00499 0.01
58 58 0.00000 0.01
58 59 0.00436 0.01
58 61 0.01072 0.01
58 63 0.01621 0.01
58 65 0.02120 0.01
58 67 0.02693 0.01
58 69 0.03080 0.01
58 71 0.03591 0.01
58 73 0.03379 0.01
58 75 0.03504 0.01
58 77 0.03591 0.01
58 79 0.03541 0.01
58 81 0.03728 0.01
58 83 0.03915 0.01
58 85 0.03940 0.01
58 87 0.03915 0.01
58 89 0.04090 0.01
58 91 0.04065 0.01
64 47 0.03367 0.01
64 49 0.03329 0.01
64 51 0.03466 0.01
64 53 0.03279 0.01
64 55 0.02731 0.01
64 57 0.02182 0.01
64 59 0.01658 0.01
64 61 0.01085 0.01
64 63 0.00474 0.01
64 64 0.00000 0.01
64 65 0.00424 0.01
64 67 0.01060 0.01
64 69 0.01608 0.01
64 71 0.02157 0.01
64 73 0.02656 0.01
64 75 0.03192 0.01
64 77 0.03279 0.01
64 79 0.03254 0.01
64 81 0.03404 0.01
64 83 0.03454 0.01
64 85 0.03554 0.01
64 87 0.03541 0.01
64 89 0.03728 0.01
64 91 0.03778 0.01
70 45 0.04002 0.01
70 47 0.04002 0.01
70 49 0.03940 0.01
70 55 0.03865 0.01
70 57 0.03616 0.01
70 59 0.03117 0.01
70 61 0.02656 0.01
70 63 0.02145 0.01
70 65 0.01658 0.01
70 67 0.00985 0.01
70 69 0.00461 0.01
70 70 0.00000 0.01
70 71 0.00411 0.01
70 73 0.01060 0.01
70 75 0.01721 0.01
70 77 0.02319 0.01
70 79 0.02905 0.01
70 83 0.02855 0.01
70 85 0.03042 0.01
70 89 0.03292 0.01
70 91 0.03329 0.01
76 51 0.03978 0.01
76 53 0.03678 0.01
76 55 0.03504 0.01
76 61 0.03367 0.01
76 63 0.03204 0.01
76 65 0.03142 0.01
76 67 0.02843 0.01
76 69 0.02319 0.01
76 71 0.01783 0.01
76 73 0.01197 0.01
76 75 0.00436 0.01
76 76 0.00000 0.01
76 77 0.00474 0.01
76 79 0.01272 0.01
76 81 0.01958 0.01
76 83 0.02756 0.01
76 85 0.02893 0.01
76 87 0.03055 0.01
76 89 0.03229 0.01
76 91 0.03379 0.01
76 93 0.03404 0.01
76 95 0.03466 0.01
76 97 0.03504 0.01
76 99 0.03616 0.01
76 101 0.03579 0.01
76 103 0.03691 0.01
76 105 0.03828 0.01
76 107 0.03791 0.01
76 109 0.03928 0.01
76 111 0.03953 0.01
76 113 0.04102 0.01
76 115 0.04152 0.01
76 117 0.04115 0.01
76 121 0.04127 0.01
76 125 0.04302 0.01
82 45 0.04800 0.01
82 49 0.04651 0.01
82 55 0.04401 0.01
82 57 0.04190 0.01
82 63 0.03554 0.01
82 65 0.03354 0.01
82 67 0.03204 0.01
82 69 0.02830 0.01
82 71 0.02731 0.01
82 75 0.02955 0.01
82 77 0.02282 0.01
82 79 0.01584 0.01
82 81 0.00449 0.01
82 82 0.00000 0.01
82 83 0.00436 0.01
82 85 0.01384 0.01
82 87 0.02157 0.01
82 89 0.03080 0.01
82 91 0.03067 0.01
82 93 0.03142 0.01
82 95 0.03267 0.01
82 99 0.03404 0.01
82 101 0.03404 0.01
82 103 0.03404 0.01
82 105 0.03554 0.01
82 107 0.03591 0.01
82 109 0.03716 0.01
82 111 0.03716 0.01
82 113 0.03840 0.01
82 115 0.03940 0.01
82 117 0.03940 0.01
82 119 0.03990 0.01
82 121 0.04040 0.01
82 123 0.04090 0.01
82 125 0.04152 0.01
82 127 0.04352 0.01
88 45 0.04714 0.01
88 47 0.04673 0.01
88 49 0.04592 0.01
88 55 0.04564 0.01
88 57 0.04314 0.01
88 59 0.04082 0.01
88 61 0.03776 0.01
88 63 0.03616 0.01
88 65 0.03454 0.01
88 67 0.03404 0.01
88 69 0.03142 0.01
88 71 0.03005 0.01
88 73 0.02745 0.01
88 75 0.02743 0.01
88 77 0.02556 0.01
88 81 0.02756 0.01
88 83 0.02232 0.01
88 85 0.01334 0.01
88 87 0.00337 0.01
88 88 0.00000 0.01
88 89 0.00511 0.01
88 91 0.01571 0.01
88 93 0.02519 0.01
88 95 0.02718 0.01
88 97 0.02943 0.01
88 99 0.03030 0.01
88 101 0.03042 0.01
88 103 0.03055 0.01
88 105 0.03105 0.01
88 107 0.03204 0.01
88 109 0.03292 0.01
88 111 0.03254 0.01
88 113 0.03441 0.01
88 115 0.03566 0.01
88 117 0.03454 0.01
88 119 0.03479 0.01
88 121 0.03603 0.01
88 123 0.03853 0.01
88 125 0.03791 0.01
88 127 0.04015 0.01
94 63 0.03803 0.01
94 65 0.03791 0.01
94 67 0.03641 0.01
94 69 0.03491 0.01
94 71 0.03292 0.01
94 73 0.03005 0.01
94 75 0.02918 0.01
94 79 0.02781 0.01
94 81 0.02581 0.01
94 83 0.02631 0.01
94 89 0.01845 0.01
94 91 0.01347 0.01
94 93 0.00461 0.01
94 94 0.00000 0.01
94 95 0.00449 0.01
94 97 0.01833 0.01
94 99 0.02419 0.01
94 101 0.02681 0.01
94 103 0.02843 0.01
94 105 0.02868 0.01
94 107 0.02980 0.01
94 109 0.03105 0.01
94 111 0.03067 0.01
94 113 0.03142 0.01
94 115 0.03279 0.01
94 117 0.03229 0.01
94 119 0.03304 0.01
94 121 0.03367 0.01
94 123 0.03541 0.01
94 125 0.03591 0.01
94 127 0.03815 0.01
100 81 0.03329 0.01
100 83 0.03267 0.01
100 85 0.03005 0.01
100 87 0.03042 0.01
100 89 0.02980 0.01
100 91 0.02805 0.01
100 93 0.02631 0.01
100 95 0.02606 0.01
100 97 0.01995 0.01
100 99 0.00574 0.01
100 100 0.00000 0.01
100 101 0.00561 0.01
100 105 0.02182 0.01
100 107 0.02519 0.01
100 109 0.02718 0.01
100 111 0.02768 0.01
100 113 0.02918 0.01
100 115 0.03142 0.01
100 117 0.03292 0.01
100 119 0.03404 0.01
100 125 0.03466 0.01
100 127 0.03666 0.01
106 81 0.03479 0.01
106 83 0.03329 0.01
106 85 0.03242 0.01
106 91 0.03092 0.01
106 93 0.02955 0.01
106 95 0.02930 0.01
106 97 0.02706 0.01
106 99 0.02556 0.01
106 101 0.02344 0.01
106 103 0.02107 0.01
106 105 0.00736 0.01
106 106 0.00000 0.01
106 107 0.00835 0.01
106 109 0.02120 0.01
106 111 0.02244 0.01
106 113 0.02431 0.01
106 115 0.02594 0.01
106 117 0.02718 0.01
106 119 0.02768 0.01
106 121 0.02930 0.01
106 123 0.03105 0.01
106 125 0.03204 0.01
106 127 0.03491 0.01
112 81 0.03691 0.01
112 83 0.03703 0.01
112 85 0.03628 0.01
112 87 0.03466 0.01
112 89 0.03354 0.01
112 91 0.03254 0.01
112 93 0.03105 0.01
112 95 0.03030 0.01
112 97 0.03080 0.01
112 99 0.02968 0.01
112 101 0.02681 0.01
112 103 0.02606 0.01
112 105 0.02469 0.01
112 107 0.02257 0.01
112 109 0.02045 0.01
112 111 0.00449 0.01
112 112 0.00000 0.01
112 113 0.00436 0.01
112 115 0.02082 0.01
112 117 0.02120 0.01
112 119 0.02182 0.01
112 121 0.02294 0.01
112 123 0.02481 0.01
112 125 0.02643 0.01
112 127 0.02843 0.01
118 81 0.04489 0.01
118 83 0.04327 0.01
118 85 0.04239 0.01
118 87 0.04090 0.01
118 89 0.03965 0.01
118 91 0.03766 0.01
118 93 0.03541 0.01
118 95 0.03454 0.01
118 97 0.03367 0.01
118 101 0.02955 0.01
118 103 0.02905 0.01
118 105 0.02868 0.01
118 107 0.02606 0.01
118 109 0.02469 0.01
118 111 0.02232 0.01
118 113 0.02082 0.01
118 115 0.01895 0.01
118 117 0.00586 0.01
118 118 0.00000 0.01
118 119 0.00686 0.01
118 121 0.01297 0.01
118 123 0.01983 0.01
118 125 0.02070 0.01
118 127 0.02319 0.01
124 81 0.04564 0.01
124 83 0.04501 0.01
124 85 0.04339 0.01
124 87 0.04202 0.01
124 89 0.04115 0.01
124 91 0.04027 0.01
124 93 0.03840 0.01
124 95 0.03616 0.01
124 97 0.03554 0.01
124 99 0.03479 0.01
124 101 0.03292 0.01
124 105 0.02743 0.01
124 109 0.02544 0.01
124 111 0.02332 0.01
124 117 0.01883 0.01
124 119 0.01733 0.01
124 123 0.00499 0.01
124 124 0.00000 0.01
124 125 0.00648 0.01
124 127 0.01633 0.01
128 81 0.04327 0.01
128 83 0.04314 0.01
128 87 0.04165 0.01
128 89 0.04115 0.01
128 91 0.04002 0.01
128 93 0.03965 0.01
128 95 0.03728 0.01
128 99 0.03678 0.01
128 101 0.03616 0.01
128 105 0.03005 0.01
128 107 0.02880 0.01
128 109 0.02693 0.01
128 111 0.02556 0.01
128 113 0.02481 0.01
128 115 0.02382 0.01
128 117 0.02145 0.01
128 123 0.01895 0.01
128 125 0.01833 0.01
128 127 0.00549 0.01
128 128 0.00000 0.01
