             NaN	             NaN	             NaN	             NaN	   4.0936364e-01	   4.0800000e-01	   4.0700000e-01	   4.2760000e-01	   4.4820000e-01	   4.6880000e-01	   4.8940000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   4.9400000e-01	   4.7800000e-01	   4.6200000e-01	   4.4600000e-01	   4.3000000e-01	   4.3000000e-01	   4.3000000e-01	   4.3000000e-01	   4.3000000e-01	   4.4600000e-01	   4.6200000e-01	   4.7800000e-01	   4.9400000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   4.8940000e-01	   4.6880000e-01	   4.4820000e-01	   4.2760000e-01	   4.0260000e-01	   3.9820000e-01	   3.9380000e-01	   3.8940000e-01	   3.8500000e-01	   3.8500000e-01	   3.8940000e-01	   3.9380000e-01	   3.9820000e-01	   4.0260000e-01	   4.3960000e-01	   4.7220000e-01	   5.0480000e-01	   5.3740000e-01	   5.7000000e-01	   5.7000000e-01	   5.7000000e-01	   5.7000000e-01	   5.7000000e-01	   5.7000000e-01	   5.7000000e-01	   5.7000000e-01	   5.7000000e-01	   5.7000000e-01	   5.7000000e-01	   5.5100000e-01	   5.3200000e-01	   5.1300000e-01	   4.9400000e-01	   4.7500000e-01	   4.7500000e-01	   4.7500000e-01	   4.7500000e-01	   4.7500000e-01	   4.7500000e-01	   4.7500000e-01	   4.9400000e-01	   5.1300000e-01	   5.3200000e-01	   5.5100000e-01	   5.7000000e-01	   5.7000000e-01	   5.7230769e-01	   5.7545455e-01	             NaN	             NaN	             NaN	             NaN	             NaN	
             NaN	             NaN	             NaN	             NaN	   4.0375000e-01	   4.0194444e-01	   4.0050000e-01	   4.1595000e-01	   4.3140000e-01	   4.4685000e-01	   4.6230000e-01	   4.7775000e-01	   4.7775000e-01	   4.7775000e-01	   4.7775000e-01	   4.7775000e-01	   4.7775000e-01	   4.7775000e-01	   4.7775000e-01	   4.7775000e-01	   4.7775000e-01	   4.7775000e-01	   4.7775000e-01	   4.7775000e-01	   4.6620000e-01	   4.5465000e-01	   4.4310000e-01	   4.3155000e-01	   4.2000000e-01	   4.2000000e-01	   4.2000000e-01	   4.2000000e-01	   4.2000000e-01	   4.3155000e-01	   4.4310000e-01	   4.5465000e-01	   4.6620000e-01	   4.7775000e-01	   4.7775000e-01	   4.7775000e-01	   4.7775000e-01	   4.7775000e-01	   4.7775000e-01	   4.7775000e-01	   4.7775000e-01	   4.7775000e-01	   4.7775000e-01	   4.7775000e-01	   4.6230000e-01	   4.4685000e-01	   4.3140000e-01	   4.1595000e-01	   3.9590000e-01	   3.9130000e-01	   3.8670000e-01	   3.8210000e-01	   3.7750000e-01	   3.7750000e-01	   3.8210000e-01	   3.8670000e-01	   3.9130000e-01	   3.9590000e-01	   4.3140000e-01	   4.6230000e-01	   4.9320000e-01	   5.2410000e-01	   5.5500000e-01	   5.5500000e-01	   5.5500000e-01	   5.5500000e-01	   5.5500000e-01	   5.5500000e-01	   5.5500000e-01	   5.5500000e-01	   5.5500000e-01	   5.5500000e-01	   5.5500000e-01	   5.3650000e-01	   5.1800000e-01	   4.9950000e-01	   4.8100000e-01	   4.6250000e-01	   4.6250000e-01	   4.6250000e-01	   4.6250000e-01	   4.6250000e-01	   4.6250000e-01	   4.6250000e-01	   4.8100000e-01	   4.9950000e-01	   5.1800000e-01	   5.3650000e-01	   5.5500000e-01	   5.5500000e-01	   5.5833333e-01	   5.6250000e-01	             NaN	             NaN	             NaN	             NaN	             NaN	
             NaN	   4.0700000e-01	   4.0235714e-01	   4.0015789e-01	   3.9771429e-01	   3.9569565e-01	   3.9400000e-01	   4.0636000e-01	   4.1872000e-01	   4.3108000e-01	   4.4344000e-01	   4.5580000e-01	   4.5580000e-01	   4.5580000e-01	   4.5580000e-01	   4.5580000e-01	   4.5580000e-01	   4.5580000e-01	   4.5580000e-01	   4.5580000e-01	   4.5580000e-01	   4.5580000e-01	   4.5580000e-01	   4.5580000e-01	   4.4664000e-01	   4.3748000e-01	   4.2832000e-01	   4.1916000e-01	   4.1000000e-01	   4.1000000e-01	   4.1000000e-01	   4.1000000e-01	   4.1000000e-01	   4.1916000e-01	   4.2832000e-01	   4.3748000e-01	   4.4664000e-01	   4.5580000e-01	   4.5580000e-01	   4.5580000e-01	   4.5580000e-01	   4.5580000e-01	   4.5580000e-01	   4.5580000e-01	   4.5580000e-01	   4.5580000e-01	   4.5580000e-01	   4.5580000e-01	   4.4344000e-01	   4.3108000e-01	   4.1872000e-01	   4.0636000e-01	   3.8920000e-01	   3.8440000e-01	   3.7960000e-01	   3.7480000e-01	   3.7000000e-01	   3.7000000e-01	   3.7480000e-01	   3.7960000e-01	   3.8440000e-01	   3.8920000e-01	   4.2320000e-01	   4.5240000e-01	   4.8160000e-01	   5.1080000e-01	   5.4000000e-01	   5.4000000e-01	   5.4000000e-01	   5.4000000e-01	   5.4000000e-01	   5.4000000e-01	   5.4000000e-01	   5.4000000e-01	   5.4000000e-01	   5.4000000e-01	   5.4000000e-01	   5.2200000e-01	   5.0400000e-01	   4.8600000e-01	   4.6800000e-01	   4.5000000e-01	   4.5000000e-01	   4.5000000e-01	   4.5000000e-01	   4.5000000e-01	   4.5000000e-01	   4.5000000e-01	   4.6800000e-01	   4.8600000e-01	   5.0400000e-01	   5.2200000e-01	   5.4000000e-01	   5.4000000e-01	   5.4391304e-01	   5.4857143e-01	   5.5421053e-01	   5.6117647e-01	   5.3740000e-01	   5.2925000e-01	   5.1566667e-01	
             NaN	   4.0050000e-01	   3.9476471e-01	   3.9163636e-01	   3.8778261e-01	   3.8425000e-01	   3.8100000e-01	   3.8896000e-01	   3.9692000e-01	   4.0488000e-01	   4.1284000e-01	   4.2080000e-01	   4.2080000e-01	   4.2080000e-01	   4.2080000e-01	   4.2080000e-01	   4.2080000e-01	   4.2080000e-01	   4.2080000e-01	   4.2080000e-01	   4.2080000e-01	   4.2080000e-01	   4.2080000e-01	   4.2080000e-01	   4.1484000e-01	   4.0888000e-01	   4.0292000e-01	   3.9696000e-01	   3.9100000e-01	   3.9100000e-01	   3.9100000e-01	   3.9100000e-01	   3.9100000e-01	   3.9696000e-01	   4.0292000e-01	   4.0888000e-01	   4.1484000e-01	   4.2080000e-01	   4.2080000e-01	   4.2080000e-01	   4.2080000e-01	   4.2080000e-01	   4.2080000e-01	   4.2080000e-01	   4.2080000e-01	   4.2080000e-01	   4.2080000e-01	   4.2080000e-01	   4.1284000e-01	   4.0488000e-01	   3.9692000e-01	   3.8896000e-01	   3.7580000e-01	   3.7060000e-01	   3.6540000e-01	   3.6020000e-01	   3.5500000e-01	   3.5500000e-01	   3.6020000e-01	   3.6540000e-01	   3.7060000e-01	   3.7580000e-01	   4.0680000e-01	   4.3260000e-01	   4.5840000e-01	   4.8420000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   5.1000000e-01	   4.9300000e-01	   4.7600000e-01	   4.5900000e-01	   4.4200000e-01	   4.2500000e-01	   4.2500000e-01	   4.2500000e-01	   4.2500000e-01	   4.2500000e-01	   4.2500000e-01	   4.2500000e-01	   4.4200000e-01	   4.5900000e-01	   4.7600000e-01	   4.9300000e-01	   5.1000000e-01	   5.1000000e-01	   5.1750000e-01	   5.2565217e-01	   5.3454545e-01	   5.4428571e-01	   5.2410000e-01	   5.1637500e-01	   5.0350000e-01	
             NaN	   3.9400000e-01	   3.8750000e-01	   3.8360000e-01	   3.7840000e-01	   3.7320000e-01	   3.6800000e-01	   3.7184000e-01	   3.7568000e-01	   3.7952000e-01	   3.8336000e-01	   3.8720000e-01	   3.8720000e-01	   3.8720000e-01	   3.8720000e-01	   3.8720000e-01	   3.8720000e-01	   3.8720000e-01	   3.8720000e-01	   3.8720000e-01	   3.8720000e-01	   3.8720000e-01	   3.8720000e-01	   3.8720000e-01	   3.8444000e-01	   3.8168000e-01	   3.7892000e-01	   3.7616000e-01	   3.7340000e-01	   3.7340000e-01	   3.7340000e-01	   3.7340000e-01	   3.7340000e-01	   3.7616000e-01	   3.7892000e-01	   3.8168000e-01	   3.8444000e-01	   3.8720000e-01	   3.8720000e-01	   3.8720000e-01	   3.8720000e-01	   3.8720000e-01	   3.8720000e-01	   3.8720000e-01	   3.8720000e-01	   3.8720000e-01	   3.8720000e-01	   3.8720000e-01	   3.8336000e-01	   3.7952000e-01	   3.7568000e-01	   3.7184000e-01	   3.6240000e-01	   3.5680000e-01	   3.5120000e-01	   3.4560000e-01	   3.4000000e-01	   3.4000000e-01	   3.4560000e-01	   3.5120000e-01	   3.5680000e-01	   3.6240000e-01	   3.9040000e-01	   4.1280000e-01	   4.3520000e-01	   4.5760000e-01	   4.8000000e-01	   4.8000000e-01	   4.8000000e-01	   4.8000000e-01	   4.8000000e-01	   4.8000000e-01	   4.8000000e-01	   4.8000000e-01	   4.8000000e-01	   4.8000000e-01	   4.8000000e-01	   4.6400000e-01	   4.4800000e-01	   4.3200000e-01	   4.1600000e-01	   4.0000000e-01	   4.0000000e-01	   4.0000000e-01	   4.0000000e-01	   4.0000000e-01	   4.0000000e-01	   4.0000000e-01	   4.1600000e-01	   4.3200000e-01	   4.4800000e-01	   4.6400000e-01	   4.8000000e-01	   4.8000000e-01	   4.9200000e-01	   5.0400000e-01	   5.1600000e-01	   5.2800000e-01	   5.1080000e-01	   5.0350000e-01	   4.9133333e-01	
             NaN	   3.8100000e-01	   3.7450000e-01	   3.7060000e-01	   3.6540000e-01	   3.6020000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5544000e-01	   3.5588000e-01	   3.5632000e-01	   3.5676000e-01	   3.5720000e-01	   3.5720000e-01	   3.5720000e-01	   3.5720000e-01	   3.5720000e-01	   3.5676000e-01	   3.5632000e-01	   3.5588000e-01	   3.5544000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5500000e-01	   3.5036000e-01	   3.4572000e-01	   3.4108000e-01	   3.3644000e-01	   3.3180000e-01	   3.3180000e-01	   3.3644000e-01	   3.4108000e-01	   3.4572000e-01	   3.5036000e-01	   3.7156000e-01	   3.8812000e-01	   4.0468000e-01	   4.2124000e-01	   4.3780000e-01	   4.3780000e-01	   4.3780000e-01	   4.3780000e-01	   4.3780000e-01	   4.3780000e-01	   4.3780000e-01	   4.3780000e-01	   4.3780000e-01	   4.3780000e-01	   4.3780000e-01	   4.2540000e-01	   4.1300000e-01	   4.0060000e-01	   3.8820000e-01	   3.7580000e-01	   3.7580000e-01	   3.7580000e-01	   3.7580000e-01	   3.7580000e-01	   3.7580000e-01	   3.7580000e-01	   3.8820000e-01	   4.0060000e-01	   4.1300000e-01	   4.2540000e-01	   4.3780000e-01	   4.3780000e-01	   4.5224000e-01	   4.6668000e-01	   4.8112000e-01	   4.9556000e-01	   4.8420000e-01	   4.7775000e-01	   4.6700000e-01	
             NaN	   3.6800000e-01	   3.6150000e-01	   3.5760000e-01	   3.5240000e-01	   3.4720000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4208000e-01	   3.4216000e-01	   3.4224000e-01	   3.4232000e-01	   3.4240000e-01	   3.4240000e-01	   3.4240000e-01	   3.4240000e-01	   3.4240000e-01	   3.4232000e-01	   3.4224000e-01	   3.4216000e-01	   3.4208000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.4200000e-01	   3.3840000e-01	   3.3480000e-01	   3.3120000e-01	   3.2760000e-01	   3.2400000e-01	   3.2400000e-01	   3.2760000e-01	   3.3120000e-01	   3.3480000e-01	   3.3840000e-01	   3.5340000e-01	   3.6480000e-01	   3.7620000e-01	   3.8760000e-01	   3.9900000e-01	   3.9900000e-01	   3.9900000e-01	   3.9900000e-01	   3.9900000e-01	   3.9900000e-01	   3.9900000e-01	   3.9900000e-01	   3.9900000e-01	   3.9900000e-01	   3.9900000e-01	   3.9000000e-01	   3.8100000e-01	   3.7200000e-01	   3.6300000e-01	   3.5400000e-01	   3.5400000e-01	   3.5400000e-01	   3.5400000e-01	   3.5400000e-01	   3.5400000e-01	   3.5400000e-01	   3.6300000e-01	   3.7200000e-01	   3.8100000e-01	   3.9000000e-01	   3.9900000e-01	   3.9900000e-01	   4.1520000e-01	   4.3140000e-01	   4.4760000e-01	   4.6380000e-01	   4.5760000e-01	   4.5200000e-01	   4.4266667e-01	
             NaN	   3.5500000e-01	   3.4850000e-01	   3.4460000e-01	   3.3940000e-01	   3.3420000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2900000e-01	   3.2652000e-01	   3.2404000e-01	   3.2156000e-01	   3.1908000e-01	   3.1660000e-01	   3.1660000e-01	   3.1908000e-01	   3.2156000e-01	   3.2404000e-01	   3.2652000e-01	   3.3592000e-01	   3.4284000e-01	   3.4976000e-01	   3.5668000e-01	   3.6360000e-01	   3.6360000e-01	   3.6360000e-01	   3.6360000e-01	   3.6360000e-01	   3.6360000e-01	   3.6360000e-01	   3.6360000e-01	   3.6360000e-01	   3.6360000e-01	   3.6360000e-01	   3.5780000e-01	   3.5200000e-01	   3.4620000e-01	   3.4040000e-01	   3.3460000e-01	   3.3460000e-01	   3.3460000e-01	   3.3460000e-01	   3.3460000e-01	   3.3460000e-01	   3.3460000e-01	   3.4040000e-01	   3.4620000e-01	   3.5200000e-01	   3.5780000e-01	   3.6360000e-01	   3.6360000e-01	   3.7844000e-01	   3.9328000e-01	   4.0812000e-01	   4.2296000e-01	   4.2124000e-01	   4.1710000e-01	   4.1020000e-01	
             NaN	   3.4200000e-01	   3.3550000e-01	   3.3160000e-01	   3.2640000e-01	   3.2120000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1600000e-01	   3.1472000e-01	   3.1344000e-01	   3.1216000e-01	   3.1088000e-01	   3.0960000e-01	   3.0960000e-01	   3.1088000e-01	   3.1216000e-01	   3.1344000e-01	   3.1472000e-01	   3.1912000e-01	   3.2224000e-01	   3.2536000e-01	   3.2848000e-01	   3.3160000e-01	   3.3160000e-01	   3.3160000e-01	   3.3160000e-01	   3.3160000e-01	   3.3160000e-01	   3.3160000e-01	   3.3160000e-01	   3.3160000e-01	   3.3160000e-01	   3.3160000e-01	   3.2880000e-01	   3.2600000e-01	   3.2320000e-01	   3.2040000e-01	   3.1760000e-01	   3.1760000e-01	   3.1760000e-01	   3.1760000e-01	   3.1760000e-01	   3.1760000e-01	   3.1760000e-01	   3.2040000e-01	   3.2320000e-01	   3.2600000e-01	   3.2880000e-01	   3.3160000e-01	   3.3160000e-01	   3.4508000e-01	   3.5856000e-01	   3.7204000e-01	   3.8552000e-01	   3.8760000e-01	   3.8475000e-01	   3.8000000e-01	
             NaN	   3.2900000e-01	   3.2250000e-01	   3.1860000e-01	   3.1340000e-01	   3.0820000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.0300000e-01	   3.1512000e-01	   3.2724000e-01	   3.3936000e-01	   3.5148000e-01	   3.5668000e-01	   3.5495000e-01	   3.5206667e-01	
