50
# x z 
-1.9	-1.27
0	-0.98
1.88	-0.69
3.75	-0.34
5.82	0
7.72	-0.02
9.72	-0.1
11.71	-0.17
13.78	-0.54
15.78	-0.47
17.78	-0.35
19.77	-0.19
21.66	-0.34
23.76	-0.33
25.74	-0.63
27.74	-0.71
29.73	-0.55
31.56	-1.07
33.84	-0.75
35.83	-0.91
37.93	-0.94
39.93	-1.01
41.92	-0.84
43.82	-0.93
45.82	-1.05
47.92	-1.03
49.97	-1.49
51.87	-1.49
53.96	-1.39
56.36	-1.49
57.93	-1.19
59.86	-1.73
61.96	-1.63
64.05	-1.84
66.03	-2.08
68.13	-2.25
69.71	-2.45
71.91	-2.5
74.2	-2.7
76.1	-2.67
78.2	-2.71
80.29	-2.5
82.47	-2.79
84.07	-2.86
85.77	-2.92
88.15	-2.57
90.05	-2.54
91.92	-2.84
94.18	-2.39
96.04	-2.74
358
# a b m n u i err  k rhoa
43	46	44	45	9.67000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	1.26859180133333e+01	1.22672827188933e+03
45	48	46	47	8.47000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	1.65132693842692e+01	1.39867391684760e+03
2	8	4	6	3.91000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.53514412616496e+01	9.91241353330501e+02
3	9	5	7	4.17000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.58775998396996e+01	1.07909591331547e+03
4	10	6	8	3.37000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.57215433421619e+01	8.66816010630856e+02
5	11	7	9	3.34000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.46510018268063e+01	8.23343461015331e+02
6	12	8	10	4.00000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.29597138615197e+01	9.18388554460786e+02
7	13	9	11	3.73000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.29565401988801e+01	8.56278949418229e+02
8	14	10	12	3.98000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.65422023210413e+01	1.05637965237744e+03
9	15	11	13	4.18000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.71736949813246e+01	1.13586045021937e+03
10	16	12	14	4.41000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.61242328810480e+01	1.15207867005422e+03
11	17	13	15	4.39000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.40055173555228e+01	1.05384221190745e+03
12	18	14	16	5.57000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.28384370954745e+01	1.27210094621793e+03
13	19	15	17	5.55000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.69376521293227e+01	1.49503969317741e+03
14	20	16	18	4.74000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.81382699492872e+01	1.33375399559621e+03
15	21	17	19	5.15000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.39846488141282e+01	1.23520941392760e+03
16	22	18	20	5.72000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.36879357794719e+01	1.35494992658579e+03
17	23	19	21	6.50000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.75487158509101e+01	1.79066653030916e+03
18	24	20	22	5.97000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.43667819003983e+01	1.45469687945378e+03
19	25	21	23	5.44000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.42323017096032e+01	1.31823721300241e+03
20	26	22	24	4.61000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.72888889357641e+01	1.25801777993872e+03
21	27	23	25	5.52000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.62539357819822e+01	1.44921725516541e+03
22	28	24	26	5.81000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.50424038640398e+01	1.45496366450071e+03
23	29	25	27	5.79000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.50404601491198e+01	1.44984264263403e+03
24	30	26	28	5.18000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.66996800564108e+01	1.38304342692208e+03
25	31	27	29	5.38000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.42168168163847e+01	1.30286474472150e+03
26	32	28	30	6.75000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.10013181895529e+01	1.41758897779482e+03
27	33	29	31	6.94000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.71619526523159e+01	1.88503951407072e+03
28	34	30	32	4.69000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.17771859634203e+01	1.49035002168441e+03
29	35	31	33	4.97000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.44920532474838e+01	1.21725504639994e+03
30	36	32	34	7.86000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.15561481964557e+01	1.69431324824142e+03
31	37	33	35	8.75000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.47376257707868e+01	2.16454225494385e+03
32	38	34	36	6.19000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.48503222390299e+01	1.53823494659595e+03
33	39	35	37	5.30000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.83092796568558e+01	1.50039182181336e+03
34	40	36	38	7.02000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.75105202386966e+01	1.93123852075650e+03
35	41	37	39	8.01000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.27671816263997e+01	1.82365124827462e+03
36	42	38	40	6.94000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.44197264042344e+01	1.69472901245387e+03
37	43	39	41	6.18000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.73956843892824e+01	1.69305329525765e+03
38	44	40	42	7.97000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.48049037101406e+01	1.97695082569820e+03
39	45	41	43	8.19000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.30348122992435e+01	1.88655112730805e+03
40	46	42	44	6.95000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.85096237976368e+01	1.98141885393576e+03
41	47	43	45	6.25000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.73416683380523e+01	1.70885427112827e+03
42	48	44	46	7.45000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.17543229969600e+01	1.62069706327352e+03
43	49	45	47	6.57000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.39109483984669e+01	1.57094930977928e+03
44	50	46	48	6.81000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	2.73981959961797e+01	1.86581714733984e+03
2	11	5	8	2.45000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.09564672305546e+01	1.00343344714859e+03
3	12	6	9	2.40000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.61372065950581e+01	8.67292958281395e+02
4	13	7	10	2.52000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.36620902856019e+01	8.48284675197169e+02
5	14	8	11	2.57000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.29389288753883e+01	8.46530472097480e+02
6	15	9	12	2.88000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.59269476798787e+01	1.03469609318051e+03
7	16	10	13	2.83000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.07234387870896e+01	1.15247331767464e+03
8	17	11	14	2.81000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.08167772481285e+01	1.14695144067241e+03
9	18	12	15	3.23000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.89400904838704e+01	1.25776492262901e+03
10	19	13	16	3.20000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.68278351669228e+01	1.17849072534153e+03
11	20	14	17	3.80000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.79011895115425e+01	1.44024520143861e+03
12	21	15	18	3.06000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.85572756382861e+01	1.17985263453156e+03
13	22	16	19	3.46000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.81751155855601e+01	1.32085899926038e+03
14	23	17	20	3.39000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.76437471410961e+01	1.27612302808316e+03
15	24	18	21	4.40000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.51294568751879e+01	1.54569610250827e+03
16	25	19	22	4.10000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.73400080853216e+01	1.53094033149818e+03
17	26	20	23	4.00000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.72359518391995e+01	1.48943807356798e+03
18	27	21	24	3.23000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.07113435272609e+01	1.31497639593053e+03
19	28	22	25	3.55000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.98434387908181e+01	1.41444207707404e+03
20	29	23	26	3.81000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.14117390293714e+01	1.57778725701905e+03
21	30	24	27	4.32000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.96830851266961e+01	1.71430927747327e+03
22	31	25	28	4.25000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.57742646914976e+01	1.52040624938865e+03
23	32	26	29	4.48000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.45666357792195e+01	1.54858528290904e+03
24	33	27	30	4.67000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.35722906832485e+01	1.56782597490770e+03
25	34	28	31	4.21000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.92173181961876e+01	1.65104909605950e+03
26	35	29	32	3.74000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.10187497904187e+01	1.53410124216166e+03
27	36	30	33	3.63000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.34118455539227e+01	1.57584999360739e+03
28	37	31	34	4.92000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.65447084004539e+01	1.79799965330233e+03
29	38	32	35	5.38000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.60867197201131e+01	1.94146552094209e+03
30	39	33	36	5.77000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.61684603656227e+01	2.08692016309643e+03
31	40	34	37	4.64000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.12470939288650e+01	1.91386515829934e+03
32	41	35	38	4.79000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.07252586181272e+01	1.95073988780829e+03
33	42	36	39	4.85000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.77395997222525e+01	1.83037058652925e+03
34	43	37	40	5.08000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.58978420586099e+01	1.82361037657738e+03
35	44	38	41	5.30000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.48864335658143e+01	1.84898097898816e+03
36	45	39	42	5.05000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.64882036094530e+01	1.84265428227737e+03
37	46	40	43	5.62000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.96625901829754e+01	2.22903756828322e+03
38	47	41	44	5.41000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.06041862451933e+01	2.19668647586496e+03
39	48	42	45	5.65000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.00650441158146e+01	2.26367499254352e+03
40	49	43	46	4.68000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.85270207011518e+01	1.80306456881390e+03
41	50	44	47	5.08000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	3.65990968799482e+01	1.85923412150137e+03
2	14	6	10	2.07000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.58777753775463e+01	9.49669950315208e+02
3	15	7	11	2.06000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.47328921101704e+01	9.21497577469511e+02
4	16	8	12	2.14000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.59769254509037e+01	9.83906204649340e+02
5	17	9	13	2.24000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.82903180678018e+01	1.08170312471876e+03
6	18	10	14	2.27000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	5.14804563476531e+01	1.16860635909172e+03
7	19	11	15	2.23000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	5.54279861202205e+01	1.23604409048092e+03
8	20	12	16	2.53000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	5.22957412513843e+01	1.32308225366002e+03
9	21	13	17	2.54000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	5.22812614783980e+01	1.32794404155131e+03
10	22	14	18	2.47000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	5.15112890153732e+01	1.27232883867972e+03
11	23	15	19	2.59000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.73058555028943e+01	1.22522165752496e+03
12	24	16	20	2.70000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.97725528257998e+01	1.34385892629659e+03
13	25	17	21	2.91000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.79383530784803e+01	1.39500607458378e+03
14	26	18	22	3.00000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.67027938603924e+01	1.40108381581177e+03
15	27	19	23	2.78000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	5.09863554877510e+01	1.41742068255948e+03
16	28	20	24	2.95000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	5.17488553337986e+01	1.52659123234706e+03
17	29	21	25	2.91000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	5.41890023350402e+01	1.57689996794967e+03
18	30	22	26	2.78000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	5.80108886094269e+01	1.61270270334207e+03
19	31	23	27	3.11000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	5.19216175173499e+01	1.61476230478958e+03
20	32	24	28	3.70000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.81759824160711e+01	1.78251134939463e+03
21	33	25	29	3.62000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.86290502117125e+01	1.76037161766399e+03
22	34	26	30	3.45000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.39943521493115e+01	1.51780514915125e+03
23	35	27	31	3.23000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.92136524537469e+01	1.58960097425602e+03
24	36	28	32	3.06000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	5.35890654988081e+01	1.63982540426353e+03
25	37	29	33	3.20000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	5.02964829033874e+01	1.60948745290840e+03
26	38	30	34	3.53000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	5.69487859469450e+01	2.01029214392716e+03
27	39	31	35	3.66000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	5.26835168189241e+01	1.92821671557262e+03
28	40	32	36	4.37000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.94305681105295e+01	2.16011582643014e+03
29	41	33	37	4.18000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	5.46443052887657e+01	2.28413196107041e+03
30	42	34	38	4.07000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.92173612747377e+01	2.00314660388182e+03
31	43	35	39	3.89000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	5.00376798690565e+01	1.94646574690630e+03
32	44	36	40	3.55000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.99680864726510e+01	1.77386706977911e+03
33	45	37	41	4.12000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.48213497278363e+01	1.84663960878686e+03
34	46	38	42	4.01000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.94284032363410e+01	1.98207896977727e+03
35	47	39	43	4.47000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	4.94313300139526e+01	2.20958045162368e+03
36	48	40	44	4.37000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	5.13485148358048e+01	2.24393009832467e+03
37	49	41	45	3.99000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	5.71064833494165e+01	2.27854868564172e+03
38	50	42	46	4.30000000000000e+00	1.00000000000000e-01	3.00000000000000e-02	5.01280303105641e+01	2.15550530335425e+03
2	17	7	12	1.82000000000000e+01	1.00000000000000e+00	3.00000000000000e-02	5.79329597938458e+01	1.05437986824799e+03
3	18	8	13	1.97100000000000e+01	1.00000000000000e+00	3.00000000000000e-02	5.78276147878557e+01	1.13978228746864e+03
4	19	9	14	1.88600000000000e+01	1.00000000000000e+00	3.00000000000000e-02	6.17047241468644e+01	1.16375109740986e+03
5	20	10	15	1.95600000000000e+01	1.00000000000000e+00	3.00000000000000e-02	6.44728519477126e+01	1.26108898409726e+03
6	21	11	16	2.03700000000000e+01	1.00000000000000e+00	3.00000000000000e-02	6.55607573144747e+01	1.33547262649585e+03
7	22	12	17	2.12300000000000e+01	1.00000000000000e+00	3.00000000000000e-02	6.71458457782042e+01	1.42550630587128e+03
8	23	13	18	2.00300000000000e+01	1.00000000000000e+00	3.00000000000000e-02	6.62073168447042e+01	1.32613255639943e+03
9	24	14	19	2.22900000000000e+01	1.00000000000000e+00	3.00000000000000e-02	6.04315544854833e+01	1.34701934948142e+03
10	25	15	20	2.19800000000000e+01	1.00000000000000e+00	3.00000000000000e-02	5.98976484338431e+01	1.31655031257587e+03
11	26	16	21	2.30300000000000e+01	1.00000000000000e+00	3.00000000000000e-02	6.00180245241116e+01	1.38221510479029e+03
12	27	17	22	2.28500000000000e+01	1.00000000000000e+00	3.00000000000000e-02	5.87589887025231e+01	1.34264289185265e+03
13	28	18	23	2.42700000000000e+01	1.00000000000000e+00	3.00000000000000e-02	6.04337799742635e+01	1.46672783997537e+03
14	29	19	24	2.43800000000000e+01	1.00000000000000e+00	3.00000000000000e-02	6.66518609115567e+01	1.62497236902375e+03
15	30	20	25	2.43700000000000e+01	1.00000000000000e+00	3.00000000000000e-02	6.77024119484501e+01	1.64990777918373e+03
16	31	21	26	2.42500000000000e+01	1.00000000000000e+00	3.00000000000000e-02	6.56833672067671e+01	1.59282165476410e+03
17	32	22	27	2.64800000000000e+01	1.00000000000000e+00	3.00000000000000e-02	6.57150684247555e+01	1.74013501188753e+03
18	33	23	28	2.66400000000000e+01	1.00000000000000e+00	3.00000000000000e-02	6.51119725496368e+01	1.73458294872232e+03
19	34	24	29	2.71800000000000e+01	1.00000000000000e+00	3.00000000000000e-02	6.04147244286034e+01	1.64207220996944e+03
20	35	25	30	2.86600000000000e+01	1.00000000000000e+00	3.00000000000000e-02	5.78380244905430e+01	1.65763778189896e+03
21	36	26	31	2.80900000000000e+01	1.00000000000000e+00	3.00000000000000e-02	6.18487728867245e+01	1.73733203038809e+03
22	37	27	32	2.68700000000000e+01	1.00000000000000e+00	3.00000000000000e-02	6.14566941621645e+01	1.65134137213736e+03
23	38	28	33	2.64300000000000e+01	1.00000000000000e+00	3.00000000000000e-02	6.28688901653362e+01	1.66162476706984e+03
24	39	29	34	3.03100000000000e+01	1.00000000000000e+00	3.00000000000000e-02	6.70726055835415e+01	2.03297067523714e+03
25	40	30	35	3.07700000000000e+01	1.00000000000000e+00	3.00000000000000e-02	7.09012537230320e+01	2.18163157705769e+03
26	41	31	36	3.25000000000000e+01	1.00000000000000e+00	3.00000000000000e-02	6.59493987318324e+01	2.14335545878455e+03
27	42	32	37	3.30900000000000e+01	1.00000000000000e+00	3.00000000000000e-02	6.63957053930912e+01	2.19703389145739e+03
28	43	33	38	3.42000000000000e+01	1.00000000000000e+00	3.00000000000000e-02	6.53889932537536e+01	2.23630356927837e+03
29	44	34	39	3.30100000000000e+01	1.00000000000000e+00	3.00000000000000e-02	6.01645524075959e+01	1.98603187497474e+03
30	45	35	40	3.29200000000000e+01	1.00000000000000e+00	3.00000000000000e-02	5.76256232759614e+01	1.89703551824465e+03
31	46	36	41	3.27800000000000e+01	1.00000000000000e+00	3.00000000000000e-02	6.21750859170576e+01	2.03809931636115e+03
32	47	37	42	3.45800000000000e+01	1.00000000000000e+00	3.00000000000000e-02	5.86825707853160e+01	2.02924329775623e+03
33	48	38	43	3.41100000000000e+01	1.00000000000000e+00	3.00000000000000e-02	5.91927617934473e+01	2.01906510477449e+03
34	49	39	44	3.43100000000000e+01	1.00000000000000e+00	3.00000000000000e-02	6.60418603495263e+01	2.26589622859225e+03
35	50	40	45	3.47100000000000e+01	1.00000000000000e+00	3.00000000000000e-02	6.48706264631814e+01	2.25165944453703e+03
2	20	8	14	1.72100000000000e+01	1.00000000000000e+00	3.00000000000000e-02	7.13663805426100e+01	1.22821540913832e+03
3	21	9	15	1.80300000000000e+01	1.00000000000000e+00	3.00000000000000e-02	7.38959487025682e+01	1.33234395510731e+03
4	22	10	16	1.75200000000000e+01	1.00000000000000e+00	3.00000000000000e-02	7.52696338398862e+01	1.31872398487481e+03
5	23	11	17	1.88400000000000e+01	1.00000000000000e+00	3.00000000000000e-02	7.84986229834136e+01	1.47891405700751e+03
6	24	12	18	1.81300000000000e+01	1.00000000000000e+00	3.00000000000000e-02	7.79501091079599e+01	1.41323547812731e+03
7	25	13	19	1.90700000000000e+01	1.00000000000000e+00	3.00000000000000e-02	7.31117598497061e+01	1.39424126033390e+03
8	26	14	20	1.91600000000000e+01	1.00000000000000e+00	3.00000000000000e-02	7.46942073746635e+01	1.43114101329855e+03
9	27	15	21	1.98700000000000e+01	1.00000000000000e+00	3.00000000000000e-02	7.20200007353866e+01	1.43103741461213e+03
10	28	16	22	2.02700000000000e+01	1.00000000000000e+00	3.00000000000000e-02	7.29999345114697e+01	1.47970867254749e+03
11	29	17	23	1.90400000000000e+01	1.00000000000000e+00	3.00000000000000e-02	7.16933356524844e+01	1.36504111082330e+03
12	30	18	24	1.97800000000000e+01	1.00000000000000e+00	3.00000000000000e-02	7.62505137184095e+01	1.50823516135014e+03
13	31	19	25	2.00100000000000e+01	1.00000000000000e+00	3.00000000000000e-02	7.83086370475158e+01	1.56695582732079e+03
14	32	20	26	2.16900000000000e+01	1.00000000000000e+00	3.00000000000000e-02	7.67781984456544e+01	1.66531912428624e+03
15	33	21	27	2.19900000000000e+01	1.00000000000000e+00	3.00000000000000e-02	7.87066861697797e+01	1.73076002887346e+03
16	34	22	28	2.10800000000000e+01	1.00000000000000e+00	3.00000000000000e-02	7.61282424429883e+01	1.60478335069819e+03
17	35	23	29	2.27500000000000e+01	1.00000000000000e+00	3.00000000000000e-02	7.70478994163476e+01	1.75283971172191e+03
18	36	24	30	2.35300000000000e+01	1.00000000000000e+00	3.00000000000000e-02	7.18216097357170e+01	1.68996247708142e+03
19	37	25	31	2.42600000000000e+01	1.00000000000000e+00	3.00000000000000e-02	7.34544815211822e+01	1.78200572170388e+03
20	38	26	32	2.22900000000000e+01	1.00000000000000e+00	3.00000000000000e-02	7.59603788781527e+01	1.69315684519402e+03
21	39	27	33	2.28300000000000e+01	1.00000000000000e+00	3.00000000000000e-02	7.57617151545846e+01	1.72963995697917e+03
22	40	28	34	2.71300000000000e+01	1.00000000000000e+00	3.00000000000000e-02	7.78462631196936e+01	2.11196911843729e+03
23	41	29	35	2.66000000000000e+01	1.00000000000000e+00	3.00000000000000e-02	7.91499255771661e+01	2.10538802035262e+03
24	42	30	36	2.69100000000000e+01	1.00000000000000e+00	3.00000000000000e-02	8.38157881522656e+01	2.25548285917747e+03
25	43	31	37	2.53100000000000e+01	1.00000000000000e+00	3.00000000000000e-02	8.10226728594923e+01	2.05068385007375e+03
26	44	32	38	3.04600000000000e+01	1.00000000000000e+00	3.00000000000000e-02	7.63261642099929e+01	2.32489496183638e+03
